code,name,symbol
"LPA","Litro de alcohol puro","Unidad de volumen igual a un litro de alcohol puro."
"LR","Capa","Unidad de conteo que define el número de capas."
"LS","Suma global","Unidad de conteo que define el número de cantidades monetarias completas o completas."
"LTN","Tonelada (UK) o tonelada larga (estados unidos)","Sinónimo: tonelada bruta (2240 ​​lb)"
"LTR","Litro","Es una unidad de volumen equivalente a un decímetro cúbico (1 dm³). Su uso es aceptado en el Sistema Internacional de Unidades (SI), aunque ya no pertenece estrictamente a él."
"LUB","Tonelada métrica, aceite lubricante","Unidad de masa que define el número de toneladas métricas de aceite lubricante."
"LUM","Lumen","El lumen es la unidad estándar del flujo luminoso de una fuente de luz. Es una unidad derivada del sistema internacional, basada en la candela."
"LUX","Lux","Un lux es la incidencia perpendicular de un lumen en una superficie de 1 metro cuadrado. Equivale a 0.0929 lúmenes."
"LX","Yarda lineal por libra",""
"LY","Yarda lineal","Unidad de conteo que define el número de unidades de 36 pulgadas en longitud de un objeto de ancho uniforme."
"M0","cinta magnética",""
"M1","Miligramo por litro",""
"M10","Reciprocidad de la yarda cuadrada",""
"M11","Yarda cúbica por grado fahrenheit",""
"M12","Yarda cúbica por día",""
"M13","Yarda cúbica por hora",""
"M14","Yarda cúbica por psi (libra por pulgada cuadrada)",""
"M15","Yarda cúbica por minuto",""
"M16","Yarda cúbica por segundo",""
"M17","Kilohertz metro",""
"M18","Gigahertz metro",""
"M19","Beaufort","Una medida empírica para describir la velocidad del viento basada principalmente en condiciones marinas observadas. La escala de Beaufort indica la velocidad del viento por números que típicamente varían de 0 para la calma, a 12 para el huracán."
"M20","Recíproco de megakelvin o megakelvin a la potencia menos 1",""
"M21","Kilovoltio-amperio hora reciprocidad",""
"M22","Milímetro por centímetro cuadrado minuto",""
"M23","Newton por centímetro",""
"M24","Ohm kilómetro",""
"M25","Porcentaje por grado celsius","Unidad de proporción, igual a 0,01, en relación a una temperatura de un grado."
"M26","GigaOhm por metro",""
"M27","Megahertz metro",""
"M29","Kilogramo por kilogramo",""
"M30","voltio-amperio segundo reciprocidad",""
"M31","Kilogramo por kilómetro",""
"M32","Segundos pascal por litro",""
"M33","MiliMol por litro",""
"M34","Newton metro por metro cuadrado",""
"M35","Milivoltio - amperio",""
"M36","Mes de 30 días","Unidad de cuenta que define el número de meses expresado en múltiplos de 30 días, un día es igual a 24 horas."
"M37","Actual 360","Unidad de cuenta que define el número de años expresado en múltiplos de 360 días, un día es igual a 24 horas."
"M38","Kilómetro por segundo cuadrado","1000 veces de la unidad base del sistema internacional dividido por la potencia de la unidad base del sistema internacional por el segundo al  exponente 2."
"M39","Centímetro por segundo cuadrado","0.01 veces de unidad de base del sistema internacional dividido por la potencia de la unidad de base del sistema internacional en segundo lugar por el exponente 2."
"M4","Valor monetario","Unidad de medida expresada como un monto monetario."
"M40","Yarda por segundo cuadrado","Unidad de longitud de acuerdo con el sistema Anglo-Americano y el sistema imperial de unidades, dividido por la potencia de la unidad del sistema internacional, segundo elevado al exponente 2."
"M41","Milímetro por segundo cuadrado","0.001 veces de unidad de base del sistema internacional, dividido por la potencia de la unidad de base del sistema internacional por el segundo exponente 2."
"M42","Milla (milla estatal)  por segundo cuadrado","Unidad de la longitud según el sistema Imperial de unidades dividido por la potencia de la unidad base del sistema internacional por segundo por el exponente 2."
"M43","Mil (unidad de Medida Militar)","Unidad para indicar un ángulo en la zona militar, igual a la 6400ª parte del círculo completo del 360° ó 2  pi radian."
"M44","Revolución","Unidad para identificar un ángulo de un círculo de 360 grados ó 2*pi*radio (Referencia ISO/TC12 SI Guía)."
"M45","Grado por segundo cuadrado","360 partes de un círculo completo dividido por la potencia de la unidad de base SI en segundo lugar y el exponente 2."
"M46","Revolución por minuto",""
"M47","Circular Mil","Unidad que representa el área del círculo de un mil de diámetro."
"M48","Milla cuadrada (basado en u.s survey foot)","Unidad de área que es principalmente usada en la agricultura y en la forestación."
"M49","Cadena","Es una unidad de longitud utilizada para medir terrenos. Equivale a 20,1168 metros, y en inglés se llama surveyor chain."
"M5","Microcurie",""
"M50","Estadio","Unidad comunmente usada en Gran Bretaña en distancias rurales: 1 furlong = 40 rods = 10 cadenas (UK) =1/8 de milla = 1/10 furlong = 220 yardas =660 pies."
"M51","Pie (Topografía UEA)","Unidad comunmente usada en los estados unidos para la inspección de artillería."
"M52","Milla","Unidad comunmente usada en los Estados Unidos para la inspección de artillería."
"M53","Metro por pascal","Metro, unidad del Sistema Internacional dividido por Pascal, Unidad del Sistema Internacional"
"M55","Metro por radián","Unidad del factor de conversión para la implementación de rotación a movimiento lineal."
"M56","Shake","Unidad para un periódo muy corto."
"M57","Milla por minuto","Unidad de velocidad del sistema inglés de unidades."
"M58","Milla por segundo","Unidad de velocidad del sistema inglés de unidades."
"M59","Metro por segundo pascal","Metro dividido por el producto de SI unidad base segundo y el derivado unidad SI pascal."
"M60","Metro por hora","Metro,unidad del sistema internacional dividido por la unidad de hora."
"M61","Pulgada por año","Unidad de longitud según el sistema de unidades Anglo-Americano y el sistema Imperial de unidades dividido por la unidad común año de 365 días."
"M62","Kilómetro por segundo","1000 veces del medidor de unidad de base SI dividido por la segunda unidad de base SI."
"M63","Pulgada por minuto","Unidad de pulgada de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad."
"M64","Yarda por segundo","Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por la unidad de base segundo."
"M65","Yarda por minuto","Unidad de yarda de acuerdo con el sistema de unidades Anglo-Americanas e Imperial dividido por el minuto de unidad."
"M66","Yarda por hora","Unidad de yarda de acuerdo con el sistema Anglo-Americano y el sistema Imperial de unidades, dividido por la unidad de minuto."
"M67","Acre-pie","Unidad de volúmen, la cúal es usada en los Estados Unidos para medir la capacidad de las presas."
"M68","Cordón","Unidad tradicional del volumen de leña apilada que se ha medido con un cordón."
"M69","Milla cúbica (reinounido)",""
"M7","Micro-pulgada",""
"M70","Unidad tradicional de capacidad de carga",""
"M71","Metro cúbico por pascal (joules)","Unidad de Energía del sistema internacional, metro elevado al exponente 3 y dividido por la unidad pascal."
"M72","Bel","las décimas de bel, o decibeles. El logaritmo de la relación del sonido o la señal con un estándar proporciona la medición del decibel. ... El símbolo correspondiente a la unidad es B, pero dB es la unidad estándar."
"M73","Kilogramo por metro cúbico pascal","Unidad base del sistema internacional kilogramo, dividido por el producto de metro elevado al exponente 3 por pascal."
"M74","Kilogramo por pascal",""
"M75","Kilolibra fuerza","100 veces la unidad de fuerza, libra fueza de acuerdo con la relación del sistema de unidades  Anglo-Americano"
"M76","Poundal","Unidad no conforme al sistema internacional de la potencia, que corresponde a una masa de una libra multiplicada con la aceleración de un pie por segundo cuadrado."
"M77","Kilogramo metro por segundo cuadrado","Producto del kilogramo,unidad base del sistema internacional y del metro, unidad base del sistema internacional dividido por la potencia del segundo elevado al exponente 2."
"M78","Pond","0.001 veces de la unidad del peso, definida como una masa de 1 kg que se encuentra sobre una fuerza de peso de 1 kp por la fuerza gravitatoria al nivel del mar, que corresponde a una fuerza de 9,806 65 newton."
"M79","Pie cuadrado por hora","Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 2 y dividido por la unidad derivada pascal del sistema internacional de unidades."
"M80","Stokes por pascal","CGS (Centímetro-Gramo-Segundo sistema) unidad stokes dividido por la unidad derivada del sistema internacional, pascal."
"M81","Centímetro cuadrado por segundo",""
"M82","Metro cuadrado por segundo pascal","Potencia de la unidad base, metro, del sistema internacional con el exponente 2, dividido por la unidad base, segundo, y la unidad derivada, pascal, ambas del sistema internacional."
"M83","Denier","Unidad tradicional para la indicación de la masa lineal de fibras e hilados textiles."
"M84","Libra por yarda","Unidad de masa lineal según el sistema de unidades avoirdupois."
"M85","Tonelada, ensayo","Unidad de masa no conforme al sistema internacional, utilizada en la mineralogía para determinar la concentración de metales preciosos en el mineral de acuerdo con la masa del metal precioso en miligramos en una muestra de la masa de un sonido de ensayo (número de onzas troy en una tonelada corta (1 000 lb))."
"M86","Libra Alemana","Anticuada unidad de masa usada en Alemania."
"M87","Kilogramo por segundo pascal","Es la unidad base kilogramo dividido por el producto de la unidad base segundo y la derivada de la unidad pascal."
"M88","Tonelada por mes","Unidad tonelada métrica dividida por la unidad mes"
"M89","Tonelada por año","Unidad tonelada métrica dividida por la unidad año con 365 días"
"M9","Millones de btu por 1000 pies cúbicos",""
"M90","Kilolibra por hora","1000 veces la unidad de la masa libra avoirdupois de acuerdo con el sistema unitario avoirdupois dividido por la unidad de hora."
"M91","Libra por libra","Proporción de la masa consistente en la libra avoirdupois según el sistema unitario avoirdupois dividido por la libra avoirdupois según el sistema unitario avoirdupois."
"M92","Libra fuerza pie","Producto de la unidad libra fuerza, de acuerdo con el sistema de unidades Anglo-Americano, y la unidad pie, de acuerdo con el sistema de unidades, Anglo-Americano y el sistema imperial de unidades."
"M93","Newton metro por radián","Producto de la unidad derivada del sistema internacional, newton y de la unidad base , metro, dividida por la unidad radián."
"M94","Kilogramo metro","Unidad de desequilibrio como producto del kilogramo  y el metro."
"M95","Poundal pie","Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pie, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial."
"M96","Poundal pulgada","Producto de la unidad poundal, no conforme al sistema internacional de unidades, y la unidad pulgada, de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial."
"M97","Dina metro","CGS (Centímetro-Gramo-Segundo sistema) unidad del momento de rotación."
"M98","Kilogramo centímetro por segundo","Producto del kilogramo de unidad de base SI y  0.01 veces de metro unidad de base SI dividido por la unidad de base SI en segundo."
"M99","Gramo centímetro por segundo","Producto del 0.001 veces del kilogramo de la unidad base SI y el 0,01 veces del metro de la unidad base SI dividido por la unidad base SI, segundo."
"MA","Máquina por unidad",""
"MAH","Megavoltio amperio reactivo hora","Define la cantidad total de potencia reactiva a través de un sistema de potencia."
"MAL","Megalitro",""
"MAM","Megametro","Es la unidad de longitud que equivale a un millón de metros."
"MAR","Megavar","Una unidad de potencia reactiva eléctrica representada por una corriente de mil amperios que fluye debido a una diferencia de potencial de mil voltios donde el seno del ángulo de fase entre ellos es 1."
"MAW","Megawatt","Unidad de potencia que define la tasa de energía transferida o consumida cuando una corriente de 1000 amperios fluye debido a un potencial de 1000 volts al factor de potencia unitario."
"MBE","Mil equivalente de ladrillo estándar","Unidad de cuenta que define el número de mil unidades equivalentes de ladrillo."
"MBF","Mil pies de tabla",""
"MBR","Milibar",""
"MC","Microgramo",""
"MCU","Milicurie",""
"MD","Tonelada métrica seca al aire","Unidad de conteo que define el número de toneladas métricas de un producto, sin tener en cuenta el contenido de agua del producto."
"MF","Miligramo por pie cuadrado por lado",""
"MGM","Miligramo","Medida de masa, de símbolo mg, que es igual a la milésima parte de un gramo."
"MHZ","Megahertz","Medida de frecuencia que es igual a 1 millón de hertz."
"MIK","Milla cuadrada (milla estatal)","Es una unidad de superficie equivalente a un cuadrado cuyos lados miden una milla estatutaria."
"MIL","Mil","Es un número natural que se escribe 1000 o 10³ en notación científica, y que sigue del 999 y precede al 1001."
"MIN","Minuto [unidad de tiempo]","Es una unidad de tiempo que equivale a la sexagésima parte de una hora. También comprende 60 segundos. Su símbolo es min (adviértase que no es una abreviatura: no admite mayúscula, ni punto, ni plural)."
"MIO","Millón","Es igual a mil millares, o 106. El concepto de millón también se puede expresar mediante el prefijo mega antepuesto a unidades del SI. Etimología: millón proviene del término italiano milione (del latín: mille)."
"MIU","Unidad internacional de millón","Unidad de cuenta que define el número de unidades internacionales en múltiplos de 106."
"MK","Miligramo por pulgada cuadrada",""
"MLD","Mil millones","Sinónimo: billon (US)"
"MLT","Mililitro","Medida de volumen, de símbolo ml, que es igual a la milésima parte de un litro."
"MMK","Milímetro cuadrado","Medida de longitud, de símbolo mm, que es igual a la milésima parte de un metro."
"MMQ","Milímetro cúbico","Medida de longitud, de símbolo mm, que es igual a la milésima parte de un metro."
"MMT","Milímetro","Es una unidad de longitud. Es el tercer submúltiplo del metro y equivale a la milésima parte de él."
"MND","Kilogramo, peso seco","Unidad de masa que define el número de kilogramos de un producto, sin tener en cuenta el contenido de agua del producto."
"MON","Mes","Unidad de tiempo equivalente a 1/12 de año de 365.25 días."
"MPA","Megapascal",""
"MQ","Mil metros",""
"MQH","Metro cúbico por hora",""
"MQS","Metro cúbico por segundo",""
"MSK","Metro por segundo cuadrado","Es la aceleración de un cuerpo, animado de movimiento uniformemente variado, cuya velocidad varía cada segundo, 1 m/s."
"MTK","Metro cuadrado","Es la unidad básica de superficie en el Sistema Internacional de Unidades. Si a esta unidad se antepone un prefijo del Sistema Internacional se crea un múltiplo o submúltiplo de esta."
"MTQ","Metro cúbico","Sinónimo: metro cúbico"
"MTR","Metro","El metro (símbolo m) es la principal unidad de longitud del Sistema Internacional de Unidades. Un metro es la distancia que recorre la luz en el vacío en un intervalo de 1/299 792 458 de segundo."
"MTS","Metro por segundo","Es la velocidad de un cuerpo que, con movimiento uniforme, recorre, una longitud de un metro en 1 segundo ."
"MV","Número de mults",""
"MVA","Megavoltio - amperio",""
"MWH","Megawatt hora","Unidad de potencia que define la cantidad total de energía a granel transferida o consumida."
"N1","Pluma calórica","Unidad de conteo que define el número de calorías que se recetan diariamente para la terapia parenteral / enteral."
"N10","Libra pie por segundo","Producto de la libra avoirdupois de acuerdo con el sistema de unidades avoirdupois y el pie de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial, dividido por la unidad segundo del sistema interacional."
"N11","Libra pulgada por segundo","Producto de la libra avoirdupois de acuerdo con el sistema de unidades avoirdupois y la pulgada de acuerdo con el sistema de unidades Anglo-Americano y el sistema imperial, dividido por la unidad segundo del sistema interacional."
"N12","Pferdestaerke","Unidad obsoleta de la potencia relativa a DIN 1301-3: 1979: 1 PS = 735.498 75 W."
"N13","Centímetro de mercurio (0°)","Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 0 ° C con una altura de 1 centímetro."
"N14","Centímetro de agua (4°)","Unidad de presión no conforme al sistema internacional, en la cuál el valor de 1 cmH2O cumple con la presión estática, que es generada por una cabeza de agua a una temperatura de 4 ° C con una altura de 1 centímetro."
"N15","Pie de agua (39.2 °f)","Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 ft H2O es equivalente a la presión estática, que es generada por una cabeza de agua a una temperatura de 39,2 ° F con una Altura de 1 pie."
"N16","Pulgada de mercurio (32 °f)","Unidad de presión no conforme al sistema internacional, de acuerdo con el sistema Anglo-American e Imperial para unidades, mientras que el valor de 1 inHg cumple con la presión estática, que es generada por un mercurio a una temperatura de 32 ° F con una altura de 1 pulgada."
"N17","Pulgada de mercurio (60 °f)","Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 in Hg satisface la presión estática, que es generada por un mercurio a una temperatura de 60 ° F con una altura de 1 pulgada."
"N18","Pulgada de agua (39.2 °f)","Unidad de presión no conforme al sistema internacional sino de acuerdo con el sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 39,2 ° F con una altura De 1 pulgada."
"N19","Pulgada de agua (60 °f)","Unidad de presión no conforme al sistema internacional sino según al sistema Anglo-Americano e Imperial para unidades, mientras que el valor de 1 inH2O satisface la presión estática, que es generada por una cabeza de agua a una temperatura de 60 ° F con una altura de 1 pulgada."
"N2","número de líneas",""
"N20","Kip por pulgada cuadrada","Unidad de presión no conforme al sistema internacional de unidades sino de acuerdo con el sistema Anglo-Americano de unidades como el 1000 veces de la unidad de fuerza de libra fuerza dividida por la potencia de la unidad de pulgada por el exponente 2."
"N21","Poundal por pie cuadrado","Unidad de presión no conforme al sistema internacional según el sistema Imperial de unidades según NIST: 1 pdl / ft² = 1,488 164 Pa."
"N22","Onza (avoirdupois) por pulgada cuadrada","Unidad de la masa específica de la superficie (onza de avoirdupois según el sistema del avoirdupois de unidades según la superficie pulgada cuadrada según el sistema Anglo-Americano e imperial de unidades)."
"N23","Metro convencional de agua","No es una unidad de presión del sistema internacional, mientras que un valor de 1 mH2O es equivalente a la presión estática, que es producida por una columna de agua de un metro de alto."
"N24","Gramo por milímetro cuadrado","0.001 veces el kilo de unidad de basedel sistema internacional dividido por el 0,000 001 veces de la potencia del medidor de unidad de base del sistema internacional por el exponente 2."
"N25","Libra por yarda cuadrada","Unidad para la masa relacionada con el área como una unidad de la libra según el sistema de la unidad del avoirdupois dividido por la potencia del patio de la unidad según el sistema Anglo-Americano e imperial de unidades con el exponente 2."
"N26","Poundal por pulgada cuadrada","Unidad de presión no conforme al sistema internacional sino según el sistema Imperial de unidades (poundal por pulgada cuadrada)."
"N27","Pie a la cuarta potencia","Potencia de la unidad pie, de acuerdo con el sistema Anglo-Americano e Imperial de unidades, elevado al exponente 4 de acuerdo con NIST: 1 ft4 = 8,630 975 m4."
"N28","Decímetro cúbico por kilogramo","0.001 veces de metro, unidad base  del sistema internacional elevado al exponente 3 dividido por el kilogramo."
"N29","Pie cúbico por libra","Potencia del pie, unidad de acuerdo con el sistema de unidades Anglo-Americanas e Imperial elevado al exponente 3 dividido por la libra de la unidad avoirdupois según el sistema unitario avoirdupois."
"N3","Impresión de punto",""
"N30","Pulgada cúbica por libra","Potencia de la unidad pulgada según el sistema Anglo-Americano e Imperial de unidades elevado al exponente 3 dividido por la libra avoirdupois según el sistema unitario avoirdupois."
"N31","Kilonewton por metro","1000 veces de la unidad derivada newton dividido por el metro, ambas unidades del sistema internacional."
"N32","Poundal por pulgada","Unidad de tensión superficial de acuerdo con el sistema de unidad Imperial como cociente de poundal por pulgada."
"N33","Libra-fuerza por yarda","Unidad de fuerza por unidad de longitud basado en el sistema Anglo-Americano de unidades."
"N34","Poundal segundo por pie cuadrado","Unidad de viscosidad no conforme al sistema internacional."
"N35","Poise por pascal","CGS (Centímetro-Gramo-Segundo sistema) unidad poise dividido por la unidad derivada del sistema internacional, pascal."
"N36","Newton segundo por metro cuadrado","Unidad de la viscosidad dinámica como un producto de la unidad de la presión (newton por metro cuadrado) multiplicado con la unidad de base SI segundo."
"N37","Kilogramo por metro segundo","Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por segundo del sistema internacional de unidades."
"N38","Kilogramo por metro minuto","Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por minuto del sistema internacional de unidades."
"N39","Kilogramo por metro día","Unidad de la viscosidad dinámica como un cociente de unidad base kilogramo dividido por la unidad base metro y por la unidad de día, ambas del sistema internacional."
"N40","Kilogramo por metro hora","Unidad de la viscosidad dinámica como cociente de la unidad base kilogramo dividido por la unidad base metro y por unidad de hora, ambas del sistema internacional."
"N41","Gramo por centímetro segundo","Unidad de la viscosidad dinámica como un cociente del 0,001 veces de la unidad base kilogramo dividido por el 0,01 veces de la unidad base metro y la unidad base segundo, del sistema internacional de unidades."
"N42","Poundal segundo por pulgada cuadrada","Unidad de viscosidad dinámica no conforme al sistema internacional sino según el sistema Imperial de unidades, como producto de la  unidad de presión (poundal por pulgada cuadrada) multiplicada por la unidad base segundo, del sistema internacional de unidades."
"N43","Libra por pie minuto","Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades."
"N44","Libra por pie día","Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades."
"N45","Metro cúbico por segundo pascal","Potencia de la unidad metro del sistema internacional por el exponente 3 dividido por el producto de la unidad base segundo y la unidad derivada pascal, ambas del sistema internacional de unidades."
"N46","Pie poundal","Unidad de trabajo (trayectoria de fuerza)"
"N47","Pulgada poundal","Unidad de trabajo (fuerza multiplicado por trayectoria) de acuerdo con el sistema imperial de unidades como el producto de la unidad pulgada multiplicada por el poundal."
"N48","Watt por centímetro cuadrado","Unidad derivada del sistema internacional, watt, dividido por la potencia de la 0.01 parte de la unidad base del sistema internacional, metro al exponente 2."
"N49","Watt por pulgada cuadrada","Unidad derivada del sistema internacional, watt, dividido por la potencia de la unidad pulgada al exponente 2, de acuerdo al sistema de unidades Anglo-Americano y el sistema imperial de unidades."
"N50","Unidad térmica británica (tabla internacional) por pie cuadrado hora.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N51","Unidad térmica británica (termoquímica) por pie cuadrado hora.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N52","Unidad térmica británica (termoquímico) por pie cuadrado minuto.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N53","Unidad térmica británica (tabla internacional) por pie cuadrado segundo.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N54","Unidad térmica británica (termoquímica) por pie cuadrado segundo.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N55","Unidad térmica británica (tabla internacional) por pulgada cuadrada segundo.","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N56","Caloría (termoquímica) por centímetro cuadrado minuto","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N57","Caloría (termoquímica) por centímetro cuadrado segundo","Unidad del flujo superficial de calor según el sistema Imperial de unidades."
"N58","Unidad térmica británica (tabla internacional) por pie cúbico","Unidad de la densidad de energía según el sistema Imperial de unidades."
"N59","Unidad térmica británica (termoquímica) por pie cúbico","Unidad de la densidad de energía según el sistema Imperial de unidades."
"N60","Unidad térmica británica (tabla internacional) por grado fahrenheit","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N61","Unidad térmica británica (termoquímico) por grado fahrenheit","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N62","Unidad térmica británica (tabla internacional) por grado rankine","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N63","Unidad térmica británica (termoquímico) por grado rankine","Unidad de la capacidad calorífica según el sistema Imperial de unidades."
"N64","Unidad térmica británica (termoquímico) por libra grado rankine","Unidad de la capacidad calorífica (unidad térmica británica según la tabla internacional según el grado de Rankine) de acuerdo con el sistema Imperial de unidades dividido por la unidad avoirdupois libra según el sistema de avoirdupois de unidades."
"N65","Kilocaloría (tabla internacional) por gramo kelvin","Unidad de la capacidad calorífica relacionada con la masa como cociente 1000 veces de la caloría (tabla internacional) dividido por el producto de 0,001 veces de las unidades de base kilogramo y kelvin."
"N66","Unidad térmica británica (39 °f)","Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 39 ° F."
"N67","Unidad térmica británica (59 °f)","Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 59 ° F."
"N68","Unidad térmica británica (60 °f)","Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 60 ° F."
"N69","Caloría (20 °c)","Unidad para la cantidad de calor, que se requiere para que 1g de agua libre de aire a una presión constante de 101.325 kPa, se caliente a la presión de la atmósfera estándar a nivel del mar, de 19,5 ° C a 20,5 ° C."
"N70","Quad","Unidad de energía de acuerdo al sistema imperial de unidades"
"N71","Termia (energía comercial)","Unidad de energía calorífica en uso comercial, dentro de Estados Unidos definida como: 1 thm (EC) = 100 000 BtuIT."
"N72","Termia (UEA)","Unidad de energía térmica en uso comercial."
"N73","Unidad térmica británica (termoquímica) por libra","Unidad de la energía calorífica según el sistema imperial de unidades dividió por la unidad de la libra de avoirdupois según el sistema de avoirdupois de unidades."
"N74","Unidad térmica británica (tabla internacional) por hora pie cuadrado grado fahrenheit.","Unidad del coeficiente de transición térmica según el sistema Imperial de unidades."
"N75","Unidad térmica británica (termoquímico) por hora pie cuadrado grado farenheit.","Unidad del coeficiente de transición térmica según el sistema imperial de unidades."
"N76","Unidad térmica británica (tabla internacional) por segundo pie cuadrado grado fahrenheit.","Unidad del coeficiente de transición térmica según el sistema imperial de unidades."
"N77","Unidad térmica británica (termoquímico) por segundo pie cuadrado grado fahrenheit.","Unidad del coeficiente de transición térmica según el sistema imperial de unidades."
"N78","Kilowatt por metro cuadrado kelvin","1000 veces la unidad derivada watt, dividida por el producto de la potencia de unidad base, metro, por el exponente 2 y la unidad base, kelvin, del sistema internacional de unidades."
"N79","Kelvin por pascal","Unidad base del sistema internacional kelvin, dividido entre pascal, unidad base del sistema internacional"
"N80","Watt por metro grado celsius","Unidad derivada del sistema internacional, watt, dividido por el producto de la unidad base, metro, y la unidad de temperatura grados Celsius."
"N81","Kilowatt por metro kelvin","1000 veces de la unidad derivada, watt, dividido por el producto de la unidad de base metro y la unidad base kelvin, ambas del sistema internacional."
"N82","Kilowatt por metro grado celsius","1000 veces de la unidad derivada, watt, dividido por el producto de la unidad base metro y la unidad de temperatura grados Celsius."
"N83","Metro por grado celsius metro",""
"N84","Grado fahrenheit hora por unidad térmica británica (tabla internacional)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N85","Grado fahrenheit hora por unidad térmica británica (termoquímico)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N86","Grado fahrenheit segundo por unidad térmica británica (tabla internacional)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N87","Grago fahrenheit segundo por unidad térmica británica (termoquímico)","Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades."
"N88","Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional) pulgada","Unidad de resistencia térmica específica según el sistema Imperial de unidades"
"N89","Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico) pulgada.","Unidad de resistencia térmica específica según el sistema Imperial de unidades"
"N90","Kilofaradio","1000 veces del faradio, unidad derivada del sistema internacional"
"N91","Joule recíproco",""
"N92","Picosiemens","0.000 000 000 001 veces de la unidad derivada  siemens del sistema internacional de unidades."
"N93","Amperio por pascal","Unidad base amperio dividido por la unidad derivada pascal."
"N94","Franklin","CGS (Centímetro-Gram-Segundo sistema) unidad de la carga eléctrica, donde la carga asciende exactamente a 1 franklin donde la fuerza de 1 dina sobre una carga igual se realiza a una distancia de 1 cm."
"N95","Amperio minuto","Unidad de carga eléctrica que define la cantidad de carga acumulada por un flujo constante de un amperio por un minuto."
"N96","Biot","El número de Biot (Bi) es un número adimensional utilizado en cálculos de transmisión de calor. Su nombre hace honor al físico francés Jean Baptiste Biot (1774-1862) y relaciona la transferencia de calor por conducción dentro de un cuerpo y la transferencia de calor por convección en la superficie de dicho cuerpo. Biot en 1804, analizó la interacción entre la conducción en un sólido y la convección en sus superficies."
"N97","Gilbert","CGS (Centímetro-Gram-Segundo sistema) unidad de la fuerza magnetomotriz, que se define por el trabajo para aumentar el potencial magnético de un polo común positivo con 1 erg."
"N98","Voltio por pascal","Unidad derivada del sistema internacional, voltio, dividido entre la unidad derivada del sistema internacional, pascal."
"N99","Picovoltio","0.000 000 000 001 veces de la unidad derivada del sistema internacional, voltio."
"NA","Miligramo por kilogramo",""
"NAR","Número de artículos","Unidad de conteo que define el número de artículos"
"NB","barcaza",""
"NBB","Número de bobinas",""
"NC","Carro",""
"NCL","Número de células","Unidad de conteo que define el número de células (célula: un espacio cerrado o circunscrito, cavidad o volumen)"
"ND","Barril neto",""
"NE","Litro neto",""
"NEW","Newton",""
"NF","Mensaje","Unidad de conteo que define el número de mensajes"
"NG","Galón neto (us)",""
"NH","Hora del mensaje",""
"NI","Galón imperial neto",""
"NIL","Nil","Unidad de conteo que define el número de instancias de nada"
"NIU","Número de unidades internacionales","Unidad de conteo que define el número de unidades internacionales"
"NJ","Número de pantallas",""
"NL","Carga","Unidad de volumen que define el número de cargas(carga: cantidad de artículos transportados o procesados al mismo tiempo)"
"NM3","Metro cúbico normalizado","Metros cúbicos normalizados (temperatura 0 ° C y presión 101325 milibares)"
